Mention,Start index,End index,Title,Wikipedia link
עמוד,72,72,עמוד (חזן),https://he.wikipedia.org/wiki/עמוד (חזן)
עמוד,72,72,עמוד (ספר),https://he.wikipedia.org/wiki/עמוד (ספר)
עמוד,72,72,עמודי אבן טבעיים כמובן,https://he.wikipedia.org/wiki/עמודי אבן טבעיים כמובן
השחר,73,73,השחר,https://he.wikipedia.org/wiki/השחר
השחר,73,73,השחר (אגודה ציונית),https://he.wikipedia.org/wiki/השחר (אגודה ציונית)
השחר,73,73,מחלקת השחר,https://he.wikipedia.org/wiki/מחלקת השחר
אחד,77,77,1 (מספר),https://he.wikipedia.org/wiki/1 (מספר)
אחד,77,77,אופק (לוויין),https://he.wikipedia.org/wiki/אופק (לוויין)
אחד,77,77,אחד,https://he.wikipedia.org/wiki/אחד
אחד,77,77,אחד (ספר),https://he.wikipedia.org/wiki/אחד (ספר)
אחד,77,77,אסקיה מחמד הראשון,https://he.wikipedia.org/wiki/אסקיה מחמד הראשון
אחד,77,77,בית המדרש לרבנים בווילנה,https://he.wikipedia.org/wiki/בית המדרש לרבנים בווילנה
אחד,77,77,הצלף (ספר מתח),https://he.wikipedia.org/wiki/הצלף (ספר מתח)
אחד,77,77,חגי המגיב מעלי,https://he.wikipedia.org/wiki/חגי המגיב מעלי
אחד,77,77,יצירות מופת בספרות העולמית,https://he.wikipedia.org/wiki/יצירות מופת בספרות העולמית
אחד,77,77,עזמי בשארה,https://he.wikipedia.org/wiki/עזמי בשארה
עד,79,79,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,79,79,עד,https://he.wikipedia.org/wiki/עד
עד,79,79,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,79,79,עדות,https://he.wikipedia.org/wiki/עדות
עד,79,79,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
עמוד,81,81,מערת עמוד,https://he.wikipedia.org/wiki/מערת עמוד
עמוד,81,81,עמוד,https://he.wikipedia.org/wiki/עמוד
עמוד,81,81,עמוד (חזן),https://he.wikipedia.org/wiki/עמוד (חזן)
עמוד,81,81,עמוד (ספר),https://he.wikipedia.org/wiki/עמוד (ספר)
עמוד,81,81,עמודי אבן טבעיים כמובן,https://he.wikipedia.org/wiki/עמודי אבן טבעיים כמובן
השחר,82,82,השחר,https://he.wikipedia.org/wiki/השחר
השחר,82,82,השחר (אגודה ציונית),https://he.wikipedia.org/wiki/השחר (אגודה ציונית)
השחר,82,82,מחלקת השחר,https://he.wikipedia.org/wiki/מחלקת השחר
למה,84,84,למה,https://he.wikipedia.org/wiki/למה
למה,84,84,למה (אי),https://he.wikipedia.org/wiki/למה (אי)
למה,84,84,למה (מתמטיקה),https://he.wikipedia.org/wiki/למה (מתמטיקה)
למה,84,84,למה (סוג),https://he.wikipedia.org/wiki/למה (סוג)
למה,84,84,למה מצויה,https://he.wikipedia.org/wiki/למה מצויה
למה,84,84,למי (שכונה),https://he.wikipedia.org/wiki/למי (שכונה)
למה,84,84,קריסטינה פרננדס דה קירשנר,https://he.wikipedia.org/wiki/קריסטינה פרננדס דה קירשנר
אמרו,85,85,אמרו,https://he.wikipedia.org/wiki/אמרו
אמרו,85,85,הנפה המיוחדת של אמרו,https://he.wikipedia.org/wiki/הנפה המיוחדת של אמרו
חכמים,86,86,אמוראים,https://he.wikipedia.org/wiki/אמוראים
חכמים,86,86,בינה מלאכותית,https://he.wikipedia.org/wiki/בינה מלאכותית
חכמים,86,86,דרבנן,https://he.wikipedia.org/wiki/דרבנן
חכמים,86,86,חוכמה,https://he.wikipedia.org/wiki/חוכמה
חכמים,86,86,חכם,https://he.wikipedia.org/wiki/חכם
חכמים,86,86,חכמי ישראל,https://he.wikipedia.org/wiki/חכמי ישראל
חכמים,86,86,חכמים,https://he.wikipedia.org/wiki/חכמים
חכמים,86,86,טלפון חכם,https://he.wikipedia.org/wiki/טלפון חכם
חכמים,86,86,סכולסטיקה,https://he.wikipedia.org/wiki/סכולסטיקה
חכמים,86,86,סנהדרין,https://he.wikipedia.org/wiki/סנהדרין
חכמים,86,86,תלמיד חכם,https://he.wikipedia.org/wiki/תלמיד חכם
חכמים,86,86,תנא קמא,https://he.wikipedia.org/wiki/תנא קמא
חכמים,86,86,תנאים,https://he.wikipedia.org/wiki/תנאים
חכמים,86,86,תקנת חכמים,https://he.wikipedia.org/wiki/תקנת חכמים
עד,87,87,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,87,87,עד,https://he.wikipedia.org/wiki/עד
עד,87,87,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,87,87,עדות,https://he.wikipedia.org/wiki/עדות
עד,87,87,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
חצות,88,88,חצות,https://he.wikipedia.org/wiki/חצות
חצות,88,88,חצות (אלבום),https://he.wikipedia.org/wiki/חצות (אלבום)
חצות,88,88,חצות (הלכה),https://he.wikipedia.org/wiki/חצות (הלכה)
חצות,88,88,חצות (להקה),https://he.wikipedia.org/wiki/חצות (להקה)
חצות,88,88,חצות היום (הלכה),https://he.wikipedia.org/wiki/חצות היום (הלכה)
כדי,89,89,כד,https://he.wikipedia.org/wiki/כד
כדי,89,89,כדים,https://he.wikipedia.org/wiki/כדים
כדי,89,89,פרנסיס גולטון,https://he.wikipedia.org/wiki/פרנסיס גולטון
אדם,91,91,אדולף אדם,https://he.wikipedia.org/wiki/אדולף אדם
אדם,91,91,אדם,https://he.wikipedia.org/wiki/אדם
אדם,91,91,אדם (אסלאם),https://he.wikipedia.org/wiki/אדם (אסלאם)
אדם,91,91,אדם (גבינה),https://he.wikipedia.org/wiki/אדם (גבינה)
אדם,91,91,אדם (דמות מקראית),https://he.wikipedia.org/wiki/אדם (דמות מקראית)
אדם,91,91,אדם (התנחלות),https://he.wikipedia.org/wiki/אדם (התנחלות)
אדם,91,91,אדם (זמר),https://he.wikipedia.org/wiki/אדם (זמר)
אדם,91,91,אדם (טולקין),https://he.wikipedia.org/wiki/אדם (טולקין)
אדם,91,91,אדם (להקה),https://he.wikipedia.org/wiki/אדם (להקה)
אדם,91,91,אדם (מחזה),https://he.wikipedia.org/wiki/אדם (מחזה)
אדם,91,91,אדם (מקרא),https://he.wikipedia.org/wiki/אדם (מקרא)
אדם,91,91,אדם (סוג),https://he.wikipedia.org/wiki/אדם (סוג)
אדם,91,91,אדם (סרט),https://he.wikipedia.org/wiki/אדם (סרט)
אדם,91,91,אדם (עיר),https://he.wikipedia.org/wiki/אדם (עיר)
אדם,91,91,אדם (פירושונים),https://he.wikipedia.org/wiki/אדם (פירושונים)
אדם,91,91,אדם הראשון,https://he.wikipedia.org/wiki/אדם הראשון
אדם,91,91,אדם וורלוק,https://he.wikipedia.org/wiki/אדם וורלוק
אדם,91,91,אדם וחוה,https://he.wikipedia.org/wiki/אדם וחוה
אדם,91,91,אדם וחווה,https://he.wikipedia.org/wiki/אדם וחווה
אדם,91,91,אדם כהן,https://he.wikipedia.org/wiki/אדם כהן
אדם,91,91,אדם מודרני,https://he.wikipedia.org/wiki/אדם מודרני
אדם,91,91,אדם נבון,https://he.wikipedia.org/wiki/אדם נבון
אדם,91,91,אדם נבון מודרני,https://he.wikipedia.org/wiki/אדם נבון מודרני
אדם,91,91,איש,https://he.wikipedia.org/wiki/איש
אדם,91,91,אנושות,https://he.wikipedia.org/wiki/אנושות
אדם,91,91,בן אדם,https://he.wikipedia.org/wiki/בן אדם
אדם,91,91,בן אנוש,https://he.wikipedia.org/wiki/בן אנוש
אדם,91,91,בן-אדם,https://he.wikipedia.org/wiki/בן-אדם
אדם,91,91,בני אדם,https://he.wikipedia.org/wiki/בני אדם
אדם,91,91,גבע בנימין,https://he.wikipedia.org/wiki/גבע בנימין
אדם,91,91,גבר,https://he.wikipedia.org/wiki/גבר
אדם,91,91,גוף האדם,https://he.wikipedia.org/wiki/גוף האדם
אדם,91,91,גשר אדם,https://he.wikipedia.org/wiki/גשר אדם
אדם,91,91,דמויי אדם,https://he.wikipedia.org/wiki/דמויי אדם
אדם,91,91,האדם הנבון,https://he.wikipedia.org/wiki/האדם הנבון
אדם,91,91,הומו ספיינס,https://he.wikipedia.org/wiki/הומו ספיינס
אדם,91,91,הוצאת לאור אדם,https://he.wikipedia.org/wiki/הוצאת לאור אדם
אדם,91,91,חיים כהן (זמר),https://he.wikipedia.org/wiki/חיים כהן (זמר)
אדם,91,91,טומאת אדם,https://he.wikipedia.org/wiki/טומאת אדם
אדם,91,91,קורבן אדם,https://he.wikipedia.org/wiki/קורבן אדם
אדם,91,91,קרבן אדם,https://he.wikipedia.org/wiki/קרבן אדם
מן,92,92,מן,https://he.wikipedia.org/wiki/מן
מן,92,92,מן (אזור),https://he.wikipedia.org/wiki/מן (אזור)
מן,92,92,מן (מחוז),https://he.wikipedia.org/wiki/מן (מחוז)
מן,92,92,מן (נהר),https://he.wikipedia.org/wiki/מן (נהר)
מן,92,92,מן (עיר),https://he.wikipedia.org/wiki/מן (עיר)
מן,92,92,מן (צרפת),https://he.wikipedia.org/wiki/מן (צרפת)
מן,92,92,רוקחמן,https://he.wikipedia.org/wiki/רוקחמן
העבירה,93,93,גילוי עריות,https://he.wikipedia.org/wiki/גילוי עריות
העבירה,93,93,טרנספר,https://he.wikipedia.org/wiki/טרנספר
תנא,95,95,תנא,https://he.wikipedia.org/wiki/תנא
תנא,95,95,תנאים,https://he.wikipedia.org/wiki/תנאים
קאי,97,97,ברטרנד קאי,https://he.wikipedia.org/wiki/ברטרנד קאי
מאי,101,101,מאי,https://he.wikipedia.org/wiki/מאי
מאי,101,101,מאי הקטנה,https://he.wikipedia.org/wiki/מאי הקטנה
מאי,101,101,סקוט מאי,https://he.wikipedia.org/wiki/סקוט מאי
מאי,101,101,קרל מאי (כדורגלן),https://he.wikipedia.org/wiki/קרל מאי (כדורגלן)
שנא,102,102,לא לגלות ערוות אב,https://he.wikipedia.org/wiki/לא לגלות ערוות אב
שנא,102,102,שנאה,https://he.wikipedia.org/wiki/שנאה
בערבית,104,104,ערבית,https://he.wikipedia.org/wiki/ערבית
ברישא,105,105,ברשה,https://he.wikipedia.org/wiki/ברשה
ברישא,105,105,ז'שוב,https://he.wikipedia.org/wiki/ז'שוב
ברישא,108,108,ברשה,https://he.wikipedia.org/wiki/ברשה
ברישא,108,108,ז'שוב,https://he.wikipedia.org/wiki/ז'שוב
תנא,109,109,תנא,https://he.wikipedia.org/wiki/תנא
תנא,109,109,תנאים,https://he.wikipedia.org/wiki/תנאים
קאי,111,111,ברטרנד קאי,https://he.wikipedia.org/wiki/ברטרנד קאי
דברים,113,113,אדגר אלן פו,https://he.wikipedia.org/wiki/אדגר אלן פו
דברים,113,113,דברים,https://he.wikipedia.org/wiki/דברים
דברים,113,113,דברים (יונה וולך),https://he.wikipedia.org/wiki/דברים (יונה וולך)
דברים,113,113,דברים (סרט),https://he.wikipedia.org/wiki/דברים (סרט)
דברים,113,113,דברים (פרשה),https://he.wikipedia.org/wiki/דברים (פרשה)
דברים,113,113,ספר דברים,https://he.wikipedia.org/wiki/ספר דברים
דברים,113,113,פרשת דברים,https://he.wikipedia.org/wiki/פרשת דברים
זמן,119,119,אזור זמן,https://he.wikipedia.org/wiki/אזור זמן
זמן,119,119,אחדות זמן,https://he.wikipedia.org/wiki/אחדות זמן
זמן,119,119,גאולה,https://he.wikipedia.org/wiki/גאולה
זמן,119,119,זה יהיה בדיוק לפני הבחירות לרשויות המקומיות,https://he.wikipedia.org/wiki/זה יהיה בדיוק לפני הבחירות לרשויות המקומיות
זמן,119,119,זמן,https://he.wikipedia.org/wiki/זמן
זמן,119,119,זמן (בלשנות),https://he.wikipedia.org/wiki/זמן (בלשנות)
זמן,119,119,זמן (ישיבה),https://he.wikipedia.org/wiki/זמן (ישיבה)
זמן,119,119,זמן (ישיבות),https://he.wikipedia.org/wiki/זמן (ישיבות)
זמן,119,119,זמן (מגזין),https://he.wikipedia.org/wiki/זמן (מגזין)
זמן,119,119,זמן (עיר),https://he.wikipedia.org/wiki/זמן (עיר)
זמן,119,119,זמן דקדוקי,https://he.wikipedia.org/wiki/זמן דקדוקי
זמן,119,119,זמן ריצה,https://he.wikipedia.org/wiki/זמן ריצה
זמן,119,119,חקר זמן,https://he.wikipedia.org/wiki/חקר זמן
זמן,119,119,טיים מגזין,https://he.wikipedia.org/wiki/טיים מגזין
זמן,119,119,מסע בזמן,https://he.wikipedia.org/wiki/מסע בזמן
זמן,119,119,סיבוכיות,https://he.wikipedia.org/wiki/סיבוכיות
זמן,119,119,סיבוכיות זמן,https://he.wikipedia.org/wiki/סיבוכיות זמן
קריאת,120,120,מקרא מגילה,https://he.wikipedia.org/wiki/מקרא מגילה
קריאת,120,120,קריאה,https://he.wikipedia.org/wiki/קריאה
שמע,121,121,הקלטה דיגיטלית,https://he.wikipedia.org/wiki/הקלטה דיגיטלית
שמע,121,121,מערכת השמיעה,https://he.wikipedia.org/wiki/מערכת השמיעה
שמע,121,121,מערכת שמע,https://he.wikipedia.org/wiki/מערכת שמע
שמע,121,121,ספר מוקלט,https://he.wikipedia.org/wiki/ספר מוקלט
שמע,121,121,קול,https://he.wikipedia.org/wiki/קול
שמע,121,121,קלטת שמע,https://he.wikipedia.org/wiki/קלטת שמע
שמע,121,121,קריאת שמע,https://he.wikipedia.org/wiki/קריאת שמע
שמע,121,121,שמיעה,https://he.wikipedia.org/wiki/שמיעה
שמע,121,121,שמע,https://he.wikipedia.org/wiki/שמע
שמע,121,121,שמע ישראל,https://he.wikipedia.org/wiki/שמע ישראל
שמע,121,121,תדרי שמע,https://he.wikipedia.org/wiki/תדרי שמע
שמע,121,121,תחום השמע,https://he.wikipedia.org/wiki/תחום השמע
שהכהנים,125,125,כהן,https://he.wikipedia.org/wiki/כהן
לאכול,127,127,אוכל,https://he.wikipedia.org/wiki/אוכל
לאכול,127,127,אכילה,https://he.wikipedia.org/wiki/אכילה
לאכול,127,127,אכילה בסוכה,https://he.wikipedia.org/wiki/אכילה בסוכה
לאכול,127,127,בשר,https://he.wikipedia.org/wiki/בשר
ואי,129,129,ואי,https://he.wikipedia.org/wiki/ואי
ואי,129,129,ואי (סרט),https://he.wikipedia.org/wiki/ואי (סרט)
אימא,131,131,אם (משפחה),https://he.wikipedia.org/wiki/אם (משפחה)
של,134,134,אורסטס (מחזה),https://he.wikipedia.org/wiki/אורסטס (מחזה)
של,134,134,דניאל מורשת,https://he.wikipedia.org/wiki/דניאל מורשת
של,134,134,האוניברסיטה הפתוחה,https://he.wikipedia.org/wiki/האוניברסיטה הפתוחה
של,134,134,לא לגלות ערוות אם,https://he.wikipedia.org/wiki/לא לגלות ערוות אם
של,134,134,מיון של,https://he.wikipedia.org/wiki/מיון של
של,134,134,של,https://he.wikipedia.org/wiki/של
של,134,134,של (מילת יחס),https://he.wikipedia.org/wiki/של (מילת יחס)
של,134,134,של אויל קומפני,https://he.wikipedia.org/wiki/של אויל קומפני
עולם,135,135,אגן הים התיכון,https://he.wikipedia.org/wiki/אגן הים התיכון
עולם,135,135,אנושות,https://he.wikipedia.org/wiki/אנושות
עולם,135,135,אסאפה פאוול,https://he.wikipedia.org/wiki/אסאפה פאוול
עולם,135,135,בריאת העולם (יהדות),https://he.wikipedia.org/wiki/בריאת העולם (יהדות)
עולם,135,135,האומות המאוחדות,https://he.wikipedia.org/wiki/האומות המאוחדות
עולם,135,135,היקום,https://he.wikipedia.org/wiki/היקום
עולם,135,135,העולם,https://he.wikipedia.org/wiki/העולם
עולם,135,135,העולם הזה (יהדות),https://he.wikipedia.org/wiki/העולם הזה (יהדות)
עולם,135,135,כדור הארץ,https://he.wikipedia.org/wiki/כדור הארץ
עולם,135,135,מבנה (לוגיקה),https://he.wikipedia.org/wiki/מבנה (לוגיקה)
עולם,135,135,מוזיקת עולם,https://he.wikipedia.org/wiki/מוזיקת עולם
עולם,135,135,עולם,https://he.wikipedia.org/wiki/עולם
עולם,135,135,עולם (אלבום),https://he.wikipedia.org/wiki/עולם (אלבום)
עולם,135,135,עולם (דיקלה),https://he.wikipedia.org/wiki/עולם (דיקלה)
עולם,135,135,עולם (פילוסופיה יהודית),https://he.wikipedia.org/wiki/עולם (פילוסופיה יהודית)
עולם,135,135,קרין,https://he.wikipedia.org/wiki/קרין
עולם,135,135,שיא עולם,https://he.wikipedia.org/wiki/שיא עולם
עולם,135,135,תערוכה עולמית,https://he.wikipedia.org/wiki/תערוכה עולמית
בראשית,137,137,בראשית,https://he.wikipedia.org/wiki/בראשית
בראשית,137,137,בראשית (אלבום),https://he.wikipedia.org/wiki/בראשית (אלבום)
בראשית,137,137,בראשית (חברה),https://he.wikipedia.org/wiki/בראשית (חברה)
בראשית,137,137,בראשית (מלון),https://he.wikipedia.org/wiki/בראשית (מלון)
בראשית,137,137,בראשית (פרשה),https://he.wikipedia.org/wiki/בראשית (פרשה)
בראשית,137,137,חומש בראשית,https://he.wikipedia.org/wiki/חומש בראשית
בראשית,137,137,ספר בראשית,https://he.wikipedia.org/wiki/ספר בראשית
בראשית,137,137,פסטיבל בראשית,https://he.wikipedia.org/wiki/פסטיבל בראשית
בראשית,137,137,פרשת בראשית,https://he.wikipedia.org/wiki/פרשת בראשית
אה,138,138,אה,https://he.wikipedia.org/wiki/אה
ערב,140,140,ארוחת ערב,https://he.wikipedia.org/wiki/ארוחת ערב
ערב,140,140,אריגה,https://he.wikipedia.org/wiki/אריגה
ערב,140,140,ארצות ערב,https://he.wikipedia.org/wiki/ארצות ערב
ערב,140,140,הממלכה הנבטית,https://he.wikipedia.org/wiki/הממלכה הנבטית
ערב,140,140,חצי האי ערב,https://he.wikipedia.org/wiki/חצי האי ערב
ערב,140,140,לימודי ערב,https://he.wikipedia.org/wiki/לימודי ערב
ערב,140,140,מדידה וציון של זמן,https://he.wikipedia.org/wiki/מדידה וציון של זמן
ערב,140,140,מדינות ערב,https://he.wikipedia.org/wiki/מדינות ערב
ערב,140,140,עירוב,https://he.wikipedia.org/wiki/עירוב
ערב,140,140,עראבה,https://he.wikipedia.org/wiki/עראבה
ערב,140,140,ערב,https://he.wikipedia.org/wiki/ערב
ערב,140,140,ערב (יום),https://he.wikipedia.org/wiki/ערב (יום)
ערב,140,140,ערב (יישוב עתיק),https://he.wikipedia.org/wiki/ערב (יישוב עתיק)
ערב,140,140,ערב הסעודית,https://he.wikipedia.org/wiki/ערב הסעודית
ערב,140,140,ערב חג המולד,https://he.wikipedia.org/wiki/ערב חג המולד
ערב,140,140,ערבות,https://he.wikipedia.org/wiki/ערבות
ערב,140,140,ערבות (הלכה),https://he.wikipedia.org/wiki/ערבות (הלכה)
ערב,140,140,ערבות (משפט עברי),https://he.wikipedia.org/wiki/ערבות (משפט עברי)
ערב,140,140,ערבים,https://he.wikipedia.org/wiki/ערבים
ערב,140,140,פילוסופיה ערבית,https://he.wikipedia.org/wiki/פילוסופיה ערבית
ערב,140,140,פלסטינים,https://he.wikipedia.org/wiki/פלסטינים
ערב,140,140,שתי וערב,https://he.wikipedia.org/wiki/שתי וערב
ערב,140,140,תפילת ערבית,https://he.wikipedia.org/wiki/תפילת ערבית
בקר,142,142, הוצאת בקר,https://he.wikipedia.org/wiki/ הוצאת בקר
בקר,142,142,בוקר (מקצוע),https://he.wikipedia.org/wiki/בוקר (מקצוע)
בקר,142,142,בוריס בקר,https://he.wikipedia.org/wiki/בוריס בקר
בקר,142,142,בקר,https://he.wikipedia.org/wiki/בקר
בקר,142,142,בקר (אלקטרוניקה),https://he.wikipedia.org/wiki/בקר (אלקטרוניקה)
בקר,142,142,בקר (סדרת טלוויזיה),https://he.wikipedia.org/wiki/בקר (סדרת טלוויזיה)
בקר,142,142,בקר (סימן היתק),https://he.wikipedia.org/wiki/בקר (סימן היתק)
בקר,142,142,בקר הבית,https://he.wikipedia.org/wiki/בקר הבית
בקר,142,142,בקר לבשר,https://he.wikipedia.org/wiki/בקר לבשר
בקר,142,142,בקר לחלב,https://he.wikipedia.org/wiki/בקר לחלב
בקר,142,142,בשר בקר,https://he.wikipedia.org/wiki/בשר בקר
בקר,142,142,ג'ויסטיק,https://he.wikipedia.org/wiki/ג'ויסטיק
בקר,142,142,גארי בקר,https://he.wikipedia.org/wiki/גארי בקר
בקר,142,142,הוצאת בקר,https://he.wikipedia.org/wiki/הוצאת בקר
בקר,142,142,מיקרו בקר,https://he.wikipedia.org/wiki/מיקרו בקר
בקר,142,142,מיקרו-בקר,https://he.wikipedia.org/wiki/מיקרו-בקר
בקר,142,142,מערך הבקרה בחיל האוויר הישראלי,https://he.wikipedia.org/wiki/מערך הבקרה בחיל האוויר הישראלי
בקר,142,142,עגל,https://he.wikipedia.org/wiki/עגל
בקר,142,142,פרה,https://he.wikipedia.org/wiki/פרה
בקר,142,142,תאוריית המוזיקה,https://he.wikipedia.org/wiki/תאוריית המוזיקה
בקר,142,142,תורת הבקרה,https://he.wikipedia.org/wiki/תורת הבקרה
יום,143,143,אלק דאגלס-יום,https://he.wikipedia.org/wiki/אלק דאגלס-יום
יום,143,143,ג'ון יום,https://he.wikipedia.org/wiki/ג'ון יום
יום,143,143,דוד יום,https://he.wikipedia.org/wiki/דוד יום
יום,143,143,דיוויד יום,https://he.wikipedia.org/wiki/דיוויד יום
יום,143,143,דייוויד יום,https://he.wikipedia.org/wiki/דייוויד יום
יום,143,143,דייויד יום,https://he.wikipedia.org/wiki/דייויד יום
יום,143,143,העת החדשה,https://he.wikipedia.org/wiki/העת החדשה
יום,143,143,יום,https://he.wikipedia.org/wiki/יום
יום,143,143,יום (נהר),https://he.wikipedia.org/wiki/יום (נהר)
יום,143,143,יום הכיפורים,https://he.wikipedia.org/wiki/יום הכיפורים
יום,143,143,יום הקדוש,https://he.wikipedia.org/wiki/יום הקדוש
יום,143,143,יממה,https://he.wikipedia.org/wiki/יממה
יום,143,143,פעיל יום,https://he.wikipedia.org/wiki/פעיל יום
יום,143,143,שבעה עשר בתמוז,https://he.wikipedia.org/wiki/שבעה עשר בתמוז
אחד,144,144,1 (מספר),https://he.wikipedia.org/wiki/1 (מספר)
אחד,144,144,אופק (לוויין),https://he.wikipedia.org/wiki/אופק (לוויין)
אחד,144,144,אחד,https://he.wikipedia.org/wiki/אחד
אחד,144,144,אחד (ספר),https://he.wikipedia.org/wiki/אחד (ספר)
אחד,144,144,אסקיה מחמד הראשון,https://he.wikipedia.org/wiki/אסקיה מחמד הראשון
אחד,144,144,בית המדרש לרבנים בווילנה,https://he.wikipedia.org/wiki/בית המדרש לרבנים בווילנה
אחד,144,144,הצלף (ספר מתח),https://he.wikipedia.org/wiki/הצלף (ספר מתח)
אחד,144,144,חגי המגיב מעלי,https://he.wikipedia.org/wiki/חגי המגיב מעלי
אחד,144,144,יצירות מופת בספרות העולמית,https://he.wikipedia.org/wiki/יצירות מופת בספרות העולמית
אחד,144,144,עזמי בשארה,https://he.wikipedia.org/wiki/עזמי בשארה
אי,145,145,1979,https://he.wikipedia.org/wiki/1979
אי,145,145,אי,https://he.wikipedia.org/wiki/אי
אי,145,145,אי (מפרץ),https://he.wikipedia.org/wiki/אי (מפרץ)
אי,145,145,אי (נושאת מטוסים),https://he.wikipedia.org/wiki/אי (נושאת מטוסים)
אי,145,145,האי הבריטי,https://he.wikipedia.org/wiki/האי הבריטי
אי,145,145,האי של מונטריאול,https://he.wikipedia.org/wiki/האי של מונטריאול
אי,145,145,ויס (אי),https://he.wikipedia.org/wiki/ויס (אי)
אי,145,145,לונג איילנד,https://he.wikipedia.org/wiki/לונג איילנד
אי,145,145,מלטה (אי),https://he.wikipedia.org/wiki/מלטה (אי)
אי,145,145,מקנזי קינג (אי),https://he.wikipedia.org/wiki/מקנזי קינג (אי)
אי,145,145,נבל,https://he.wikipedia.org/wiki/נבל
אי,145,145,סטטן איילנד,https://he.wikipedia.org/wiki/סטטן איילנד
אי,145,145,סלמיס (אי),https://he.wikipedia.org/wiki/סלמיס (אי)
אי,145,145,סנט הלנה,https://he.wikipedia.org/wiki/סנט הלנה
אי,145,145,קי,https://he.wikipedia.org/wiki/קי
סיפא,147,147,סיפא,https://he.wikipedia.org/wiki/סיפא
בשחר,149,149,תפילת שחרית,https://he.wikipedia.org/wiki/תפילת שחרית
מברך,150,150,ברכה,https://he.wikipedia.org/wiki/ברכה
מברך,150,150,ברכה (יהדות),https://he.wikipedia.org/wiki/ברכה (יהדות)
מברך,150,150,ברכה (נוהג דתי),https://he.wikipedia.org/wiki/ברכה (נוהג דתי)
מברך,150,150,ברכה (של מנהיג דתי),https://he.wikipedia.org/wiki/ברכה (של מנהיג דתי)
מברך,150,150,ברכות המצוות,https://he.wikipedia.org/wiki/ברכות המצוות
מברך,156,156,ברכה,https://he.wikipedia.org/wiki/ברכה
מברך,156,156,ברכה (יהדות),https://he.wikipedia.org/wiki/ברכה (יהדות)
מברך,156,156,ברכה (נוהג דתי),https://he.wikipedia.org/wiki/ברכה (נוהג דתי)
מברך,156,156,ברכה (של מנהיג דתי),https://he.wikipedia.org/wiki/ברכה (של מנהיג דתי)
מברך,156,156,ברכות המצוות,https://he.wikipedia.org/wiki/ברכות המצוות
ברישא,163,163,ברשה,https://he.wikipedia.org/wiki/ברשה
ברישא,163,163,ז'שוב,https://he.wikipedia.org/wiki/ז'שוב
תנא,164,164,תנא,https://he.wikipedia.org/wiki/תנא
תנא,164,164,תנאים,https://he.wikipedia.org/wiki/תנאים
פתח,165,165,ניקוד,https://he.wikipedia.org/wiki/ניקוד
פתח,165,165,פתח,https://he.wikipedia.org/wiki/פתח
פתח,165,165,פתח (אל),https://he.wikipedia.org/wiki/פתח (אל)
פתח,165,165,פתח (ניקוד),https://he.wikipedia.org/wiki/פתח (ניקוד)
בערבית,166,166,ערבית,https://he.wikipedia.org/wiki/ערבית
עד,170,170,ד (בית כנסת),https://he.wikipedia.org/wiki/ד (בית כנסת)
עד,170,170,עד,https://he.wikipedia.org/wiki/עד
עד,170,170,עד (מתמטיקה),https://he.wikipedia.org/wiki/עד (מתמטיקה)
עד,170,170,עדות,https://he.wikipedia.org/wiki/עדות
עד,170,170,עדות (הלכה),https://he.wikipedia.org/wiki/עדות (הלכה)
פריש,173,173,פריש,https://he.wikipedia.org/wiki/פריש
פריש,173,173,פריש (מועצה אזורית),https://he.wikipedia.org/wiki/פריש (מועצה אזורית)
פריש,173,173,קרל פון פריש,https://he.wikipedia.org/wiki/קרל פון פריש
פריש,173,173,רגנר פריש,https://he.wikipedia.org/wiki/רגנר פריש
מילי,174,174,מילי,https://he.wikipedia.org/wiki/מילי
מילי,174,174,מילי (סרט),https://he.wikipedia.org/wiki/מילי (סרט)
מילי,174,174,נחל מילי,https://he.wikipedia.org/wiki/נחל מילי
פריש,177,177,פריש,https://he.wikipedia.org/wiki/פריש
פריש,177,177,פריש (מועצה אזורית),https://he.wikipedia.org/wiki/פריש (מועצה אזורית)
פריש,177,177,קרל פון פריש,https://he.wikipedia.org/wiki/קרל פון פריש
פריש,177,177,רגנר פריש,https://he.wikipedia.org/wiki/רגנר פריש
מילי,178,178,מילי,https://he.wikipedia.org/wiki/מילי
מילי,178,178,מילי (סרט),https://he.wikipedia.org/wiki/מילי (סרט)
מילי,178,178,נחל מילי,https://he.wikipedia.org/wiki/נחל מילי
אמר,180,180,אהרן אמר,https://he.wikipedia.org/wiki/אהרן אמר
אמר,180,180,אמפר (נהר),https://he.wikipedia.org/wiki/אמפר (נהר)
אמר,180,180,אמר,https://he.wikipedia.org/wiki/אמר
אמר,180,180,אמר (ספרד),https://he.wikipedia.org/wiki/אמר (ספרד)
אמר,180,180,אמר (עיתון),https://he.wikipedia.org/wiki/אמר (עיתון)
